Sampling Point Id,Air Pollutant,Air Pollution Level,Year,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude
SPO.IT1388A_6001_BETA_2007-01-01_00:00:00,PM2.5,25.552,2009,Industrial,rural,10.6919,45.4108
SPO.IT0992A_6001_BETA_2005-05-11_00:00:00,PM2.5,15.235,2010,Background,rural,13.6743,41.6692
SPO.IT1930A_6001_nephelometry_beta_2009-04-17_00:00:00,PM2.5,14.893,2012,Background,rural,11.1134,46.1968
SPO.IT0983A_6001_BETA_2012-01-01_00:00:00,PM2.5,18.279,2006,Traffic,urban,7.3242,45.7358
SPO.IT1232A_6001_BETA_2011-01-01_00:00:00,PM2.5,23.528,2011,Industrial,suburban,8.2807,44.3824
SPO.IT1967A_6001_BETA_2009-01-01_00:00:00,PM2.5,20.349,2009,Background,urban,9.8803,46.1686
SPO-BETN070_06001_100,PM2.5,19.956,2008,Background,suburban,3.9397,50.4652
SPO-BETN070_06001_100,PM2.5,15.92,2009,Background,suburban,3.9397,50.4652
SPO-BETN070_06001_100,PM2.5,12.669,2011,Background,suburban,3.9397,50.4652
SPO-BETN070_06001_100,PM2.5,14.807,2010,Background,suburban,3.9397,50.4652
SPO-BETN070_06001_100,PM2.5,14.63,2012,Background,suburban,3.9397,50.4652
SPO-BETR841_06001_100,PM2.5,17.113,2003,Background,suburban,4.4693,51.0025
SPO-BETR841_06001_100,PM2.5,16.41,2007,Background,suburban,4.4693,51.0025
SPO-BETR841_06001_100,PM2.5,30.192,2009,Background,suburban,4.4693,51.0025
SPO-BETR841_06001_100,PM2.5,14.967,2005,Background,suburban,4.4693,51.0025
SPO-BETR841_06001_100,PM2.5,14.8,2004,Background,suburban,4.4693,51.0025
SPO-BETR841_06001_100,PM2.5,14.351,2008,Background,suburban,4.4693,51.0025
SPO-BETR841_06001_100,PM2.5,19.258,2006,Background,suburban,4.4693,51.0025
SPO-BELML02_06001_100,PM2.5,16.595,2003,Background,suburban,4.5025,51.0326
SPO-BELML02_06001_100,PM2.5,14.587,2004,Background,suburban,4.5025,51.0326
SPO-BETM204_06001_100,PM2.5,14.538,2010,Background,suburban,5.6112,50.6119
SPO-BETM204_06001_100,PM2.5,20.637,2008,Background,suburban,5.6112,50.6119
SPO-BETM204_06001_100,PM2.5,16.651,2009,Background,suburban,5.6112,50.6119
SPO-BETM204_06001_100,PM2.5,14.661,2011,Background,suburban,5.6112,50.6119
SPO-BETM204_06001_100,PM2.5,14.058,2012,Background,suburban,5.6112,50.6119
SPO-BETH201_06001_100,PM2.5,14.608,2012,Background,suburban,5.5475,50.625
SPO-BETH201_06001_100,PM2.5,13.075,2011,Background,suburban,5.5475,50.625
SPO-BETR222_06001_100,PM2.5,13.835,2012,Background,suburban,5.5702,50.6134
SPO-BETR222_06001_100,PM2.5,10.693,2011,Background,suburban,5.5702,50.6134
SPO-BETR223_06001_100,PM2.5,16.994,2011,Industrial,suburban,5.5164,50.6207
SPO-BETR223_06001_100,PM2.5,16.998,2010,Industrial,suburban,5.5164,50.6207
SPO-BETR223_06001_100,PM2.5,23.065,2008,Industrial,suburban,5.5164,50.6207
SPO-BETR223_06001_100,PM2.5,17.873,2009,Industrial,suburban,5.5164,50.6207
SPO-BETR223_06001_100,PM2.5,15.444,2012,Industrial,suburban,5.5164,50.6207
SPO-BETR512_06001_100,PM2.5,16.525,2010,Industrial,suburban,4.3959,50.4078
SPO-BETR512_06001_100,PM2.5,19.981,2008,Industrial,suburban,4.3959,50.4078
SPO-BETR512_06001_100,PM2.5,18.812,2009,Industrial,suburban,4.3959,50.4078
SPO-BETR512_06001_100,PM2.5,21.959,2011,Industrial,suburban,4.3959,50.4078
SPO-BETR512_06001_100,PM2.5,12.412,2012,Industrial,suburban,4.3959,50.4078
SPO-BETR510_06001_100,PM2.5,10.709,2011,Background,suburban,4.5211,50.4164
SPO-BETR510_06001_100,PM2.5,12.877,2012,Background,suburban,4.5211,50.4164
SPO-BETR511_06001_100,PM2.5,18.617,2008,Background,suburban,4.4247,50.3776
SPO-BETR511_06001_100,PM2.5,19.37,2011,Background,suburban,4.4247,50.3776
SPO-BETR511_06001_100,PM2.5,12.034,2012,Background,suburban,4.4247,50.3776
SPO-BETR511_06001_100,PM2.5,15.72,2009,Background,suburban,4.4247,50.3776
SPO-BETR511_06001_100,PM2.5,13.958,2010,Background,suburban,4.4247,50.3776
SPO-BETR502_06001_100,PM2.5,16.554,2011,Background,suburban,4.4587,50.429
SPO-BETR502_06001_100,PM2.5,14.879,2012,Background,suburban,4.4587,50.429
SPO-BETR502_06001_100,PM2.5,16.768,2010,Background,suburban,4.4587,50.429
SPO-BETR502_06001_100,PM2.5,22.017,2008,Background,suburban,4.4587,50.429
SPO-BETR502_06001_100,PM2.5,17.619,2009,Background,suburban,4.4587,50.429
SPO-BETMEU1_06001_100,PM2.5,19.881,2006,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,14.997,2005,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,13.175,2004,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,18.498,2008,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,17.167,2012,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,22.427,2009,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,20.712,2010,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,21.452,2007,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,14.549,2002,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,14.459,2000,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,15.149,2003,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,17.152,2011,Background,suburban,4.3957,50.895
SPO-BETMEU1_06001_100,PM2.5,14.344,2001,Background,suburban,4.3957,50.895
SPO-BETB011_06001_100,PM2.5,18.136,2009,Background,suburban,4.2887,50.8578
SPO-BETB011_06001_100,PM2.5,16.981,2010,Background,suburban,4.2887,50.8578
SPO-BETB011_06001_100,PM2.5,219.431,2007,Background,suburban,4.2887,50.8578
SPO-BETB011_06001_100,PM2.5,17.396,2011,Background,suburban,4.2887,50.8578
SPO-BETB011_06001_100,PM2.5,15.565,2008,Background,suburban,4.2887,50.8578
SPO-BETB011_06001_100,PM2.5,15.288,2012,Background,suburban,4.2887,50.8578
SPO-BETN043_06001_100,PM2.5,15.847,2004,Industrial,suburban,4.383,50.8837
SPO-BETN043_06001_100,PM2.5,21.211,2002,Industrial,suburban,4.383,50.8837
SPO-BETN043_06001_100,PM2.5,26.32,2007,Industrial,suburban,4.383,50.8837
SPO-BETN043_06001_100,PM2.5,21.939,2010,Industrial,suburban,4.383,50.8837
SPO-BETN043_06001_100,PM2.5,19.707,2001,Industrial,suburban,4.383,50.8837
SPO-BETN043_06001_100,PM2.5,18.97,2003,Industrial,suburban,4.383,50.8837
SPO-BETN043_06001_100,PM2.5,23.975,2011,Industrial,suburban,4.383,50.8837
SPO-BETN043_06001_100,PM2.5,24.456,2006,Industrial,suburban,4.383,50.8837
SPO-BETN043_06001_100,PM2.5,21.067,2012,Industrial,suburban,4.383,50.8837
SPO-BETN043_06001_100,PM2.5,23.639,2009,Industrial,suburban,4.383,50.8837
SPO-BETN043_06001_100,PM2.5,21.305,2008,Industrial,suburban,4.383,50.8837
SPO-BETR012_06001_100,PM2.5,18.173,2008,Background,suburban,4.3586,50.7966
SPO-BETR012_06001_100,PM2.5,17.675,2012,Background,suburban,4.3586,50.7966
SPO-BETR012_06001_100,PM2.5,18.65,2009,Background,suburban,4.3586,50.7966
SPO-BETR012_06001_100,PM2.5,17.031,2006,Background,suburban,4.3586,50.7966
SPO-BETR012_06001_100,PM2.5,20.766,2007,Background,suburban,4.3586,50.7966
SPO-BETR012_06001_100,PM2.5,18.772,2011,Background,suburban,4.3586,50.7966
SPO-BETR012_06001_100,PM2.5,18.448,2010,Background,suburban,4.3586,50.7966
SPO.09.LOB.64389.6001.1,PM2.5,17.445,2011,Background,suburban,16.5256,48.1621
SPO.09.LOB.64389.6001.1,PM2.5,14.24,2012,Background,suburban,16.5256,48.1621
SPO.06.138.63507.6001.1,PM2.5,17.09,2009,Background,suburban,15.4151,47.0944
SPO.06.138.63507.6001.1,PM2.5,15.931,2012,Background,suburban,15.4151,47.0944
SPO.06.138.63507.6001.1,PM2.5,18.675,2010,Background,suburban,15.4151,47.0944
SPO.06.138.63507.6001.1,PM2.5,20.174,2011,Background,suburban,15.4151,47.0944
SPO.CZ_PPLSA_PM2_5_954085,PM2.5,17.08,2012,Background,suburban,13.3207,49.746
SPO.CZ_TOPOM_PM2_5_39095,PM2.5,27.575,2011,Background,suburban,18.1593,49.8253
SPO.CZ_TOPOM_PM2_5_39095,PM2.5,27.515,2009,Background,suburban,18.1593,49.8253
SPO.CZ_TOPOM_PM2_5_39095,PM2.5,24.383,2007,Background,suburban,18.1593,49.8253
SPO.CZ_TOPOM_PM2_5_39095,PM2.5,27.348,2012,Background,suburban,18.1593,49.8253
SPO.CZ_TOPOM_PM2_5_39095,PM2.5,34.097,2005,Background,suburban,18.1593,49.8253
SPO.CZ_TOPOM_PM2_5_39095,PM2.5,31.418,2006,Background,suburban,18.1593,49.8253
SPO.CZ_ZZLNA_PM2_5_41229,PM2.5,24.412,2009,Background,suburban,17.6672,49.2329
SPO.CZ_ZZLNA_PM2_5_41229,PM2.5,29.718,2006,Background,suburban,17.6672,49.2329
SPO.CZ_ZZLNA_PM2_5_41229,PM2.5,24.08,2004,Background,suburban,17.6672,49.2329
SPO.CZ_ZZLNA_PM2_5_41229,PM2.5,28.235,2005,Background,suburban,17.6672,49.2329
SPO.CZ_ZZLNA_PM2_5_41229,PM2.5,21.63,2012,Background,suburban,17.6672,49.2329
SPO.CZ_BBNYA_PM2_5_40798,PM2.5,20.217,2007,Background,suburban,16.6962,49.149
SPO.CZ_BBNYA_PM2_5_40798,PM2.5,26.348,2005,Background,suburban,16.6962,49.149
SPO.CZ_BBNYA_PM2_5_40798,PM2.5,27.528,2006,Background,suburban,16.6962,49.149
SPO.CZ_BBNYA_PM2_5_40798,PM2.5,20.876,2009,Background,suburban,16.6962,49.149
SPO.CZ_BBNYA_PM2_5_40798,PM2.5,19.014,2008,Background,suburban,16.6962,49.149
SPO.CZ_BBNYA_PM2_5_40798,PM2.5,21.768,2004,Background,suburban,16.6962,49.149
SPO.CZ_BBNYA_PM2_5_40798,PM2.5,19.226,2012,Background,suburban,16.6962,49.149
SPO.CZ_BBNYA_PM2_5_40798,PM2.5,23.754,2010,Background,suburban,16.6962,49.149
SPO.CZ_BBNYA_PM2_5_40798,PM2.5,21.545,2011,Background,suburban,16.6962,49.149
SPO.CZ_UULKA_PM2_5_40419,PM2.5,15.523,2008,Background,suburban,14.0412,50.6835
SPO.CZ_UULKA_PM2_5_40419,PM2.5,18.149,2011,Background,suburban,14.0412,50.6835
SPO.CZ_UULKA_PM2_5_40419,PM2.5,18.233,2012,Background,suburban,14.0412,50.6835
SPO.CZ_UULKA_PM2_5_40419,PM2.5,22.952,2006,Background,suburban,14.0412,50.6835
SPO.CZ_UULKA_PM2_5_40419,PM2.5,15.413,2007,Background,suburban,14.0412,50.6835
SPO.CZ_UULKA_PM2_5_40419,PM2.5,20.957,2004,Background,suburban,14.0412,50.6835
SPO.CZ_UULKA_PM2_5_40419,PM2.5,17.52,2009,Background,suburban,14.0412,50.6835
SPO.CZ_UULKA_PM2_5_40419,PM2.5,22.47,2005,Background,suburban,14.0412,50.6835
SPO.CZ_UULKA_PM2_5_40419,PM2.5,19.281,2010,Background,suburban,14.0412,50.6835
SPO.CZ_ALIBA_PM2_5_40288,PM2.5,17.404,2011,Background,suburban,14.4459,50.0073
SPO.CZ_ALIBA_PM2_5_40288,PM2.5,18.463,2008,Background,suburban,14.4459,50.0073
SPO.CZ_ALIBA_PM2_5_40288,PM2.5,18.846,2009,Background,suburban,14.4459,50.0073
SPO.CZ_ALIBA_PM2_5_40288,PM2.5,24.506,2005,Background,suburban,14.4459,50.0073
SPO.CZ_ALIBA_PM2_5_40288,PM2.5,20.226,2010,Background,suburban,14.4459,50.0073
SPO.CZ_ALIBA_PM2_5_40288,PM2.5,17.583,2012,Background,suburban,14.4459,50.0073
SPO.CZ_ALIBA_PM2_5_40288,PM2.5,23.021,2004,Background,suburban,14.4459,50.0073
SPO.CZ_ALIBA_PM2_5_40288,PM2.5,21.762,2006,Background,suburban,14.4459,50.0073
SPO.CZ_ALIBA_PM2_5_40288,PM2.5,15.483,2007,Background,suburban,14.4459,50.0073
SPO-BG0050A_06001_100,PM2.5,23.842,2009,Background,suburban,23.2968,42.6806
SPO-BG0050A_06001_100,PM2.5,44.638,2011,Background,suburban,23.2968,42.6806
SPO-BG0050A_06001_100,PM2.5,28.004,2012,Background,suburban,23.2968,42.6806
SPO-BG0050A_06001_100,PM2.5,31.138,2010,Background,suburban,23.2968,42.6806
SPO-BG0020A_06001_100,PM2.5,30.011,2010,Background,suburban,25.6049,43.0742
SPO-BG0020A_06001_100,PM2.5,31.672,2012,Background,suburban,25.6049,43.0742
SPO-BG0020A_06001_100,PM2.5,32.797,2011,Background,suburban,25.6049,43.0742
SPO-BG0020A_06001_100,PM2.5,28.415,2009,Background,suburban,25.6049,43.0742
SPO-BG0046A_06001_100,PM2.5,33.709,2009,Background,suburban,23.114,42.5783
SPO-BG0046A_06001_100,PM2.5,41.235,2007,Background,suburban,23.114,42.5783
SPO-BG0046A_06001_100,PM2.5,52.376,2011,Background,suburban,23.114,42.5783
SPO-BG0046A_06001_100,PM2.5,31.797,2010,Background,suburban,23.114,42.5783
SPO-BG0046A_06001_100,PM2.5,41.515,2008,Background,suburban,23.114,42.5783
SPO-BG0046A_06001_100,PM2.5,37.291,2012,Background,suburban,23.114,42.5783
SPO-BG0046A_06001_100,PM2.5,44.683,2006,Background,suburban,23.114,42.5783
SPO-BG0045A_06001_100,PM2.5,28.91,2010,Background,suburban,25.9641,43.8514
SPO-BG0045A_06001_100,PM2.5,27.924,2012,Background,suburban,25.9641,43.8514
SPO-BG0045A_06001_100,PM2.5,30.378,2011,Background,suburban,25.9641,43.8514
SPO-BG0045A_06001_100,PM2.5,24.366,2009,Background,suburban,25.9641,43.8514
SPO-FI00838_06001_100,PM2.5,8.716,2012,Traffic,suburban,23.6758,61.5085
SPO-FI00838_06001_100,PM2.5,9.521,2011,Traffic,suburban,23.6758,61.5085
SPO-FI00370_06001_100,PM2.5,8.03,2011,Traffic,suburban,25.0395,60.2899
SPO-BG0070A_06001_100,PM2.5,8.986,2010,Background,rural,23.2439,42.6372
SPO-BG0070A_06001_100,PM2.5,10.818,2009,Background,rural,23.2439,42.6372
SPO-BG0070A_06001_100,PM2.5,14.333,2012,Background,rural,23.2439,42.6372
SPO-BG0070A_06001_100,PM2.5,12.465,2011,Background,rural,23.2439,42.6372
SPO-CY0005A_06001_100,PM2.5,22.253,2011,Background,urban,33.0178,34.6817
SPO-CY0005A_06001_100,PM2.5,22.066,2009,Background,urban,33.0178,34.6817
SPO-CY0005A_06001_100,PM2.5,20.897,2010,Background,urban,33.0178,34.6817
SPO-CY0005A_06001_100,PM2.5,24.678,2012,Background,urban,33.0178,34.6817
SPO-EE0021A_06001_100,PM2.5,12.074,2010,Background,urban,26.7347,58.3706
SPO-EE0021A_06001_100,PM2.5,7.566,2011,Background,urban,26.7347,58.3706
SPO-CY0006A_06001_100,PM2.5,21.009,2009,Background,urban,33.3317,35.1269
SPO-CY0006A_06001_100,PM2.5,23.927,2011,Background,urban,33.3317,35.1269
SPO-CY0007A_06001_100,PM2.5,24.886,2012,Background,urban,33.6158,34.9136
SPO-CY0007A_06001_100,PM2.5,23.18,2011,Background,urban,33.6158,34.9136
SPO-CY0006A_06001_100,PM2.5,24.073,2012,Background,urban,33.3317,35.1269
SPO-CY0007A_06001_100,PM2.5,18.507,2009,Background,urban,33.6158,34.9136
SPO-CY0007A_06001_100,PM2.5,19.058,2010,Background,urban,33.6158,34.9136
SPO-CY0006A_06001_100,PM2.5,23.288,2010,Background,urban,33.3317,35.1269
SPO-FR03014_06001_100,PM2.5,18.304,2002,Background,urban,5.3601,43.3481
SPO-CY0003A_06001_100,PM2.5,25.688,2007,Traffic,urban,33.355,35.1725
SPO-CY0003A_06001_100,PM2.5,22.389,2008,Traffic,urban,33.355,35.1725
SPO-FI00363_06001_100,PM2.5,6.589,2012,Background,urban,27.6695,62.8936
SPO-FI00446_06001_100,PM2.5,8.186,2010,Traffic,urban,25.4713,65.01
SPO-FI00446_06001_100,PM2.5,9.34,2006,Traffic,urban,25.4713,65.01
SPO-FI00446_06001_100,PM2.5,7.29,2012,Traffic,urban,25.4713,65.01
SPO-FI00446_06001_100,PM2.5,8.382,2007,Traffic,urban,25.4713,65.01
SPO-FI00446_06001_100,PM2.5,9.385,2005,Traffic,urban,25.4713,65.01
SPO-FI00801_06001_100,PM2.5,7.412,2011,Background,urban,23.8022,61.4991
SPO-FI00074_06001_100,PM2.5,8.678,2010,Traffic,urban,25.6553,60.9838
SPO-FI00074_06001_100,PM2.5,7.494,2011,Traffic,urban,25.6553,60.9838
SPO-FI00851_06001_100,PM2.5,10.712,2011,Traffic,urban,24.9512,60.1967
SPO-FI00447_06001_100,PM2.5,10.327,2004,Traffic,urban,24.9228,60.1778
SPO-FI00564_06001_100,PM2.5,10.951,2006,Traffic,urban,24.9392,60.1696
SPO-FI00564_06001_100,PM2.5,9.663,2011,Traffic,urban,24.9392,60.1696
SPO-FI00425_06001_100,PM2.5,8.159,2001,Background,urban,24.9506,60.1874
SPO-FI00425_06001_100,PM2.5,8.902,2010,Background,urban,24.9506,60.1874
SPO-FI00425_06001_100,PM2.5,7.565,2004,Background,urban,24.9506,60.1874
SPO-FI00425_06001_100,PM2.5,7.694,2011,Background,urban,24.9506,60.1874
SPO-FI00206_06001_100,PM2.5,9.999,2002,Traffic,urban,24.964,60.1937
SPO-BG0039A_06001_100,PM2.5,21.011,2011,Background,urban,25.6315,42.4342
SPO-BG0039A_06001_100,PM2.5,25.522,2009,Background,urban,25.6315,42.4342
SPO-BG0039A_06001_100,PM2.5,23.686,2010,Background,urban,25.6315,42.4342
SPO-BG0039A_06001_100,PM2.5,13.514,2012,Background,urban,25.6315,42.4342
SPO-BG0012A_06001_100,PM2.5,13.982,2010,Traffic,urban,27.915,43.2202
SPO-BG0012A_06001_100,PM2.5,11.233,2012,Traffic,urban,27.915,43.2202
SPO-BG0012A_06001_100,PM2.5,12.102,2011,Traffic,urban,27.915,43.2202
SPO-BG0051A_06001_100,PM2.5,39.2,2012,Background,urban,24.7652,42.1429
SPO-BG0051A_06001_100,PM2.5,34.992,2010,Background,urban,24.7652,42.1429
SPO-BG0051A_06001_100,PM2.5,41.694,2011,Background,urban,24.7652,42.1429
SPO-DK0051A_06001_100,PM2.5,14.204,2009,Traffic,urban,10.2008,56.1506
SPO-DK0051A_06001_100,PM2.5,17.679,2011,Traffic,urban,10.2008,56.1506
SPO-DK0051A_06001_100,PM2.5,15.287,2010,Traffic,urban,10.2008,56.1506
SPO-DK0051A_06001_100,PM2.5,12.1,2012,Traffic,urban,10.2008,56.1506
SPO-DK0052A_06001_100,PM2.5,10.726,2012,Background,urban,10.1972,56.1511
SPO-DK0052A_06001_100,PM2.5,15.032,2011,Background,urban,10.1972,56.1511
SPO-DK0052A_06001_100,PM2.5,13.617,2010,Background,urban,10.1972,56.1511
SPO-DK0053A_06001_100,PM2.5,15.714,2008,Background,urban,9.9309,57.0467
SPO-DK0053A_06001_100,PM2.5,9.325,2012,Background,urban,9.9309,57.0467
SPO-DK0053A_06001_100,PM2.5,16.394,2010,Background,urban,9.9309,57.0467
SPO-DK0021A_06001_100,PM2.5,12.607,2012,Traffic,urban,9.9175,57.0522
SPO-DK0021A_06001_100,PM2.5,18.163,2008,Traffic,urban,9.9175,57.0522
SPO-DK0021A_06001_100,PM2.5,23.437,2009,Traffic,urban,9.9175,57.0522
SPO-DK0021A_06001_100,PM2.5,16.227,2011,Traffic,urban,9.9175,57.0522
SPO-DK0030A_06001_101,PM2.5,17.771,2010,Traffic,urban,12.5533,55.6983
SPO-DK0030A_06001_101,PM2.5,20.682,2011,Traffic,urban,12.5533,55.6983
SPO-DK0030A_06001_101,PM2.5,14.845,2012,Traffic,urban,12.5533,55.6983
SPO-DK0030A_06001_100,PM2.5,15.359,2007,Traffic,urban,12.5533,55.6983
SPO-DK0030A_06001_100,PM2.5,13.34,2008,Traffic,urban,12.5533,55.6983
SPO-DK0045A_06001_101,PM2.5,12.083,2010,Background,urban,12.5614,55.7003
SPO-DK0045A_06001_100,PM2.5,9.716,2004,Background,urban,12.5614,55.7003
SPO-DK0045A_06001_100,PM2.5,10.307,2007,Background,urban,12.5614,55.7003
SPO-DK0045A_06001_100,PM2.5,11.353,2012,Background,urban,12.5614,55.7003
SPO-DK0045A_06001_100,PM2.5,9.608,2008,Background,urban,12.5614,55.7003
SPO-DK0045A_06001_100,PM2.5,9.389,2010,Background,urban,12.5614,55.7003
SPO-DK0045A_06001_100,PM2.5,11.72,2006,Background,urban,12.5614,55.7003
SPO-DK0045A_06001_100,PM2.5,9.507,2009,Background,urban,12.5614,55.7003
SPO-DK0034A_06001_100,PM2.5,14.802,2012,Traffic,urban,12.5711,55.6743
SPO-DK0034A_06001_100,PM2.5,18.96,2011,Traffic,urban,12.5711,55.6743
SPO-DK0034A_06001_100,PM2.5,12.913,2008,Traffic,urban,12.5711,55.6743
SPO-DK0034A_06001_100,PM2.5,15.208,2005,Traffic,urban,12.5711,55.6743
SPO-BETR501_06001_100,PM2.5,16.706,2009,Traffic,urban,4.4522,50.4093
SPO-BETR501_06001_100,PM2.5,14.164,2011,Traffic,urban,4.4522,50.4093
SPO-BETR501_06001_100,PM2.5,18.289,2010,Traffic,urban,4.4522,50.4093
SPO-BETR501_06001_100,PM2.5,16.642,2008,Traffic,urban,4.4522,50.4093
SPO-BETR501_06001_100,PM2.5,13.352,2012,Traffic,urban,4.4522,50.4093
SPO-BEGR701_06001_100,PM2.5,20.753,2010,Background,urban,3.7293,51.0583
SPO-BEGR701_06001_100,PM2.5,19.945,2009,Background,urban,3.7293,51.0583
SPO-BEGR701_06001_100,PM2.5,17.733,2012,Background,urban,3.7293,51.0583
SPO-BEGR701_06001_100,PM2.5,20.237,2011,Background,urban,3.7293,51.0583
SPO-BEGBB15_06001_100,PM2.5,16.651,2009,Background,urban,3.2341,51.2135
SPO-BEGBB15_06001_100,PM2.5,16.91,2012,Background,urban,3.2341,51.2135
SPO-BEGBB15_06001_100,PM2.5,18.914,2010,Background,urban,3.2341,51.2135
SPO-BEGBB15_06001_100,PM2.5,18.637,2011,Background,urban,3.2341,51.2135
SPO-BELKO01_06001_100,PM2.5,16.071,2003,Background,urban,3.2725,50.8312
SPO-BELKO01_06001_100,PM2.5,14.781,2004,Background,urban,3.2725,50.8312
SPO-BELML01_06001_100,PM2.5,19.782,2005,Traffic,urban,4.4611,51.0165
SPO-BELML01_06001_100,PM2.5,15.583,2004,Traffic,urban,4.4611,51.0165
SPO-BELML01_06001_100,PM2.5,18.64,2003,Traffic,urban,4.4611,51.0165
SPO-BELML01_06001_100,PM2.5,18.692,2007,Traffic,urban,4.4611,51.0165
SPO-BELML01_06001_100,PM2.5,13.74,2008,Traffic,urban,4.4611,51.0165
SPO-BELML01_06001_100,PM2.5,21.477,2006,Traffic,urban,4.4611,51.0165
SPO-BELML01_06001_100,PM2.5,17.749,2009,Traffic,urban,4.4611,51.0165
SPO-BETR701_06001_100,PM2.5,20.286,2010,Background,urban,3.7293,51.0583
SPO-BETR701_06001_100,PM2.5,17.384,2009,Background,urban,3.7293,51.0583
SPO-BETR701_06001_100,PM2.5,16.904,2012,Background,urban,3.7293,51.0583
SPO-BETR701_06001_100,PM2.5,21.199,2011,Background,urban,3.7293,51.0583
SPO-BETR201_06001_100,PM2.5,21.127,2008,Background,urban,5.5752,50.6286
SPO-BETR201_06001_100,PM2.5,13.121,2012,Background,urban,5.5752,50.6286
SPO-BETR201_06001_100,PM2.5,17.183,2009,Background,urban,5.5752,50.6286
SPO-BETR201_06001_100,PM2.5,15.163,2010,Background,urban,5.5752,50.6286
SPO-BETR201_06001_100,PM2.5,13.062,2011,Background,urban,5.5752,50.6286
SPO-BETR221_06001_100,PM2.5,13.036,2012,Background,urban,5.6278,50.6584
SPO-BETR221_06001_100,PM2.5,11.289,2011,Background,urban,5.6278,50.6584
SPO-BEGR801_06001_100,PM2.5,20.159,2009,Background,urban,4.4318,51.2097
SPO-BEGR801_06001_100,PM2.5,20.162,2010,Background,urban,4.4318,51.2097
SPO-BELR801_06001_100,PM2.5,19.427,2010,Background,urban,4.4318,51.2097
SPO-BEGR801_06001_100,PM2.5,19.547,2011,Background,urban,4.4318,51.2097
SPO-BEGR801_06001_100,PM2.5,16.968,2012,Background,urban,4.4318,51.2097
SPO-BETR802_06001_100,PM2.5,20.495,2009,Traffic,urban,4.4318,51.2095
SPO-BETR802_06001_100,PM2.5,19.841,2011,Traffic,urban,4.4318,51.2095
SPO-BETR802_06001_100,PM2.5,18.926,2012,Traffic,urban,4.4318,51.2095
SPO-BETR802_06001_100,PM2.5,26.026,2010,Traffic,urban,4.4318,51.2095
SPO-BETR801_06001_100,PM2.5,19.273,2003,Traffic,urban,4.4318,51.2097
SPO-BETR801_06001_100,PM2.5,16.351,2007,Traffic,urban,4.4318,51.2097
SPO-BETR801_06001_100,PM2.5,19.378,2011,Traffic,urban,4.4318,51.2097
SPO-BETR801_06001_100,PM2.5,17.211,2004,Traffic,urban,4.4318,51.2097
SPO-BETR801_06001_100,PM2.5,16.672,2012,Traffic,urban,4.4318,51.2097
SPO-BETR801_06001_100,PM2.5,20.395,2010,Traffic,urban,4.4318,51.2097
SPO-BETR801_06001_100,PM2.5,17.606,2005,Traffic,urban,4.4318,51.2097
SPO-BETR801_06001_100,PM2.5,16.875,2006,Traffic,urban,4.4318,51.2097
SPO-BETR801_06001_100,PM2.5,15.459,2008,Traffic,urban,4.4318,51.2097
SPO-BETR801_06001_100,PM2.5,20.501,2009,Traffic,urban,4.4318,51.2097
SPO-BETR001_06001_100,PM2.5,17.743,2003,Traffic,urban,4.3341,50.8497
SPO-BETR001_06001_100,PM2.5,22.443,2010,Traffic,urban,4.3341,50.8497
SPO-BETR001_06001_100,PM2.5,21.83,2009,Traffic,urban,4.3341,50.8497
SPO-BETR001_06001_100,PM2.5,25.05,2011,Traffic,urban,4.3341,50.8497
SPO-BETR001_06001_100,PM2.5,16.896,2002,Traffic,urban,4.3341,50.8497
SPO-BETR001_06001_100,PM2.5,16.386,2001,Traffic,urban,4.3341,50.8497
SPO-BETR001_06001_100,PM2.5,22.757,2012,Traffic,urban,4.3341,50.8497
SPO-BETR001_06001_100,PM2.5,13.661,2000,Traffic,urban,4.3341,50.8497
SPO-BETR001_06001_100,PM2.5,23.794,2006,Traffic,urban,4.3341,50.8497
SPO-BETR001_06001_100,PM2.5,24.648,2007,Traffic,urban,4.3341,50.8497
SPO-BETR001_06001_100,PM2.5,22.644,2008,Traffic,urban,4.3341,50.8497
SPO.05.1000.55365.6001.1,PM2.5,20.955,2007,Traffic,urban,13.0536,47.7975
SPO.05.1000.55365.6001.1,PM2.5,25.754,2005,Traffic,urban,13.0536,47.7975
SPO.05.1000.55365.6001.1,PM2.5,15.321,2012,Traffic,urban,13.0536,47.7975
SPO.05.1000.55365.6001.1,PM2.5,20.6,2009,Traffic,urban,13.0536,47.7975
SPO.05.1000.55365.6001.1,PM2.5,19.3,2008,Traffic,urban,13.0536,47.7975
