Sampling Point Id,Air Pollutant,Air Pollution Level,Year,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude
SPO-FI00363_06001_100,PM2.5,6.578,2009,Background,urban,27.6695,62.8936
SPO-FI00446_06001_100,PM2.5,7.714,2008,Traffic,urban,25.4713,65.01
SPO-FI00781_06001_100,PM2.5,7.362,2009,Background,suburban,25.1024,60.2239
SPO-FI00841_06001_100,PM2.5,8.348,2011,Traffic,urban,24.8113,60.2202
SPO-FI00841_06001_100,PM2.5,7.25,2012,Traffic,urban,24.8113,60.2202
SPO-SE0067A_06001_100,PM2.5,14.11,2008,Traffic,urban,11.9605,57.6979
SPO-SE0067A_06001_100,PM2.5,10.671,2009,Traffic,urban,11.9605,57.6979
SPO-SE0067A_06001_100,PM2.5,10.189,2011,Traffic,urban,11.9605,57.6979
SPO-SE0067A_06001_100,PM2.5,9.064,2010,Traffic,urban,11.9605,57.6979
SPO-SE0067A_06001_100,PM2.5,11.737,2007,Traffic,urban,11.9605,57.6979
SPO-SE0067A_06001_100,PM2.5,7.58,2012,Traffic,urban,11.9605,57.6979
SPO-SE0070A_06001_101,PM2.5,7.002,2011,Traffic,urban,17.6425,59.8595
SPO-SE0079A_06001_100,PM2.5,10.911,2009,Traffic,urban,12.945,57.7206
SPO-SE0083A_06001_100,PM2.5,4.293,2010,Background,urban,20.2856,63.8247
SPO-SE0075A_06001_100,PM2.5,10.411,2011,Traffic,urban,14.1586,57.7767
SPO-SE0083A_06001_100,PM2.5,4.525,2012,Background,urban,20.2856,63.8247
SPO-SE0083A_06001_100,PM2.5,4.764,2009,Background,urban,20.2856,63.8247
SPO-SE0083A_06001_100,PM2.5,4.835,2011,Background,urban,20.2856,63.8247
SPO-SE0070A_06001_101,PM2.5,5.481,2012,Traffic,urban,17.6425,59.8595
SPO-SE0070A_06001_100,PM2.5,9.873,2007,Traffic,urban,17.6425,59.8595
SPO-SE0058A_06001_100,PM2.5,17.209,2011,Traffic,urban,13.0062,55.5847
SPO-SE0058A_06001_100,PM2.5,13.693,2010,Traffic,urban,13.0062,55.5847
SPO-SE0058A_06001_100,PM2.5,12.174,2009,Traffic,urban,13.0062,55.5847
SPO-SE0001A_06001_100,PM2.5,11.081,2012,Background,urban,13.002,55.6064
SPO-SE0001A_06001_100,PM2.5,11.433,2007,Background,urban,13.002,55.6064
SPO-SE0001A_06001_100,PM2.5,13.457,2010,Background,urban,13.002,55.6064
SPO-SE0001A_06001_100,PM2.5,12.164,2009,Background,urban,13.002,55.6064
SPO-SE0001A_06001_100,PM2.5,15.814,2011,Background,urban,13.002,55.6064
SPO-SE0001A_06001_100,PM2.5,9.976,2004,Background,urban,13.002,55.6064
SPO-SE0001A_06001_100,PM2.5,12.28,2006,Background,urban,13.002,55.6064
SPO-SE0001A_06001_100,PM2.5,11.208,2008,Background,urban,13.002,55.6064
SPO-SE0001A_06001_100,PM2.5,11.149,2005,Background,urban,13.002,55.6064
SPO-SE0027A_06001_100,PM2.5,7.398,2009,Traffic,urban,18.0583,59.3408
SPO-SE0027A_06001_100,PM2.5,16.648,2004,Traffic,urban,18.0583,59.3408
SPO-SE0027A_06001_100,PM2.5,12.905,2005,Traffic,urban,18.0583,59.3408
SPO-SE0027A_06001_100,PM2.5,14.955,2006,Traffic,urban,18.0583,59.3408
SPO-SE0027A_06001_100,PM2.5,11.881,2007,Traffic,urban,18.0583,59.3408
SPO-SE0027A_06001_100,PM2.5,6.095,2012,Traffic,urban,18.0583,59.3408
SPO-SE0027A_06001_100,PM2.5,7.544,2010,Traffic,urban,18.0583,59.3408
SPO-SE0027A_06001_100,PM2.5,10.382,2008,Traffic,urban,18.0583,59.3408
SPO-SE0027A_06001_100,PM2.5,7.555,2011,Traffic,urban,18.0583,59.3408
SPO-SE0050A_06001_100,PM2.5,16.977,2004,Traffic,urban,18.0708,59.3364
SPO-SE0050A_06001_100,PM2.5,11.943,2005,Traffic,urban,18.0708,59.3364
SPO-SE0050A_06001_100,PM2.5,11.33,2007,Traffic,urban,18.0708,59.3364
SPO-SE0050A_06001_100,PM2.5,13.444,2006,Traffic,urban,18.0708,59.3364
SPO-SE0099A_06001_100,PM2.5,6.742,2012,Traffic,urban,18.0752,59.3146
SPO-SE0099A_06001_100,PM2.5,7.253,2011,Traffic,urban,18.0752,59.3146
SPO-SE0099A_06001_100,PM2.5,7.917,2010,Traffic,urban,18.0752,59.3146
SPO-SE0087A_06001_100,PM2.5,7.452,2010,Traffic,suburban,18.0044,59.3255
SPO-SE0087A_06001_100,PM2.5,6.417,2012,Traffic,suburban,18.0044,59.3255
SPO-SE0087A_06001_100,PM2.5,7.277,2011,Traffic,suburban,18.0044,59.3255
SPO-SE0084A_06001_100,PM2.5,6.74,2011,Background,urban,18.0908,59.3461
SPO-SE0084A_06001_100,PM2.5,4.947,2012,Background,urban,18.0908,59.3461
SPO-SE0084A_06001_100,PM2.5,5.2,2009,Background,urban,18.0908,59.3461
SPO-SE0084A_06001_100,PM2.5,6.381,2010,Background,urban,18.0908,59.3461
SPO-SE0003A_06001_100,PM2.5,15.958,2005,Traffic,urban,18.0488,59.3172
SPO-SE0003A_06001_100,PM2.5,13.219,2007,Traffic,urban,18.0488,59.3172
SPO-SE0003A_06001_100,PM2.5,12.698,2008,Traffic,urban,18.0488,59.3172
SPO-SE0003A_06001_100,PM2.5,11.097,2010,Traffic,urban,18.0488,59.3172
SPO-SE0003A_06001_100,PM2.5,15.873,2006,Traffic,urban,18.0488,59.3172
SPO-SE0003A_06001_100,PM2.5,8.495,2012,Traffic,urban,18.0488,59.3172
SPO-SE0003A_06001_100,PM2.5,9.181,2011,Traffic,urban,18.0488,59.3172
SPO-SE0003A_06001_100,PM2.5,16.391,2004,Traffic,urban,18.0488,59.3172
SPO-SE0022A_06001_100,PM2.5,8.859,2008,Background,urban,18.0578,59.316
SPO-SE0022A_06001_100,PM2.5,10.727,2004,Background,urban,18.0578,59.316
SPO-SE0022A_06001_100,PM2.5,11.616,2006,Background,urban,18.0578,59.316
SPO-SE0022A_06001_100,PM2.5,6.259,2009,Background,urban,18.0578,59.316
SPO-SE0022A_06001_100,PM2.5,9.077,2007,Background,urban,18.0578,59.316
SPO-SE0022A_06001_100,PM2.5,5.23,2012,Background,urban,18.0578,59.316
SPO-SE0022A_06001_100,PM2.5,11.149,2005,Background,urban,18.0578,59.316
SPO-SE0022A_06001_100,PM2.5,6.641,2010,Background,urban,18.0578,59.316
SPO-SE0022A_06001_100,PM2.5,6.187,2011,Background,urban,18.0578,59.316
SPO-CH0008A_06001_100,PM2.5,21.325,2003,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,16.638,2010,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,17.805,1999,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,19.14,2002,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,17.204,2004,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,15.813,2000,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,17.136,2006,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,13.815,2009,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,17.247,2005,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,17.289,2001,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,13.417,2011,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,14.501,2007,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,12.501,2012,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,13.482,2008,Background,suburban,7.5833,47.5411
SPO-CH0008A_06001_100,PM2.5,17.781,1998,Background,suburban,7.5833,47.5411
SPO-CH0031A_06001_100,PM2.5,23.671,2002,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,16.355,2012,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,20.698,2001,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,17.333,2008,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,20.986,2010,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,20.691,2004,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,18.571,2009,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,21.793,2006,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,17.921,2007,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,20.347,1999,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,20.932,2005,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,23.259,1998,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,24.843,2003,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,19.984,2011,Traffic,urban,7.4409,46.951
SPO-CH0031A_06001_100,PM2.5,18.957,2000,Traffic,urban,7.4409,46.951
SPO-CH0011A_06001_101,PM2.5,17.479,2011,Background,urban,8.9571,46.0111
SPO-CH0011A_06001_101,PM2.5,15.704,2012,Background,urban,8.9571,46.0111
SPO-CH0011A_06001_100,PM2.5,24.877,2000,Background,urban,8.9571,46.0111
SPO-CH0011A_06001_100,PM2.5,23.594,2005,Background,urban,8.9571,46.0111
SPO-CH0011A_06001_100,PM2.5,26.876,2002,Background,urban,8.9571,46.0111
SPO-CH0011A_06001_100,PM2.5,24.024,2001,Background,urban,8.9571,46.0111
SPO-CH0011A_06001_100,PM2.5,24.263,1999,Background,urban,8.9571,46.0111
SPO-CH0011A_06001_100,PM2.5,23.895,2004,Background,urban,8.9571,46.0111
SPO-CH0011A_06001_100,PM2.5,27.684,2003,Background,urban,8.9571,46.0111
SPO-CH0011A_06001_100,PM2.5,20.054,2007,Background,urban,8.9571,46.0111
SPO-CH0011A_06001_100,PM2.5,21.714,2006,Background,urban,8.9571,46.0111
SPO-CH0005A_06001_100,PM2.5,16.074,2011,Background,suburban,8.6134,47.4029
SPO-CH0005A_06001_100,PM2.5,15.253,2012,Background,suburban,8.6134,47.4029
SPO-CH0010A_06001_100,PM2.5,14.733,2011,Background,urban,8.5304,47.3776
SPO-CH0010A_06001_100,PM2.5,17.79,2001,Background,urban,8.5304,47.3776
SPO-CH0010A_06001_100,PM2.5,16.935,2000,Background,urban,8.5304,47.3776
SPO-CH0010A_06001_100,PM2.5,18.735,2002,Background,urban,8.5304,47.3776
SPO-CH0010A_06001_100,PM2.5,17.964,2010,Background,urban,8.5304,47.3776
SPO-CH0010A_06001_100,PM2.5,18.655,1999,Background,urban,8.5304,47.3776
SPO-CH0010A_06001_100,PM2.5,13.565,2012,Background,urban,8.5304,47.3776
SPO-CH0010A_06001_100,PM2.5,14.942,2009,Background,urban,8.5304,47.3776
SPO-CH0010A_06001_100,PM2.5,18.883,1998,Background,urban,8.5304,47.3776
SPO-CH0010A_06001_100,PM2.5,14.678,2008,Background,urban,8.5304,47.3776
SPO-FR05064_06001_100,PM2.5,17.672,2008,Background,suburban,0.1111,49.5173
SPO-FR11024_06001_100,PM2.5,14.419,2002,Background,suburban,3.084,50.6153
SPO-FR10004_6001,PM2.5,15.855,2009,Background,suburban,2.42,51.0486
SPO-FR08016_6001,PM2.5,47.244,2002,Background,urban,3.8868,43.5915
SPO-FR10002_06001_100,PM2.5,14.643,2006,Traffic,urban,2.3736,51.0364
SPO-FR39004_06001_100,PM2.5,11.814,2001,Traffic,urban,-61.0536,14.6025
SPO-FR06016_06001_100,PM2.5,17.271,2005,Traffic,urban,3.0756,50.3744
SPO-FR39004_06001_100,PM2.5,12.243,2002,Traffic,urban,-61.0536,14.6025
SPO-FR23140_6001,PM2.5,13.259,2005,Traffic,urban,-1.5529,47.2044
SPO-FR23140_6001,PM2.5,15.15,2011,Traffic,urban,-1.5529,47.2044
SPO-FR23140_6001,PM2.5,15.389,2003,Traffic,urban,-1.5529,47.2044
SPO-FR20013_6001,PM2.5,29.568,2011,Traffic,urban,4.8182,45.72
SPO-FR07034_6001,PM2.5,10.996,2007,Traffic,urban,3.0963,45.7757
SPO-FR15039_6001,PM2.5,22.21,2003,Traffic,urban,5.7038,45.1584
SPO-FR06006_6001,PM2.5,16.583,2005,Traffic,urban,3.5227,50.3642
SPO-FR15039_6001,PM2.5,21.129,2001,Traffic,urban,5.7038,45.1584
SPO-FR15039_6001,PM2.5,21.634,2002,Traffic,urban,5.7038,45.1584
SPO-FR06006_6001,PM2.5,22.246,2010,Traffic,urban,3.5227,50.3642
SPO-FR20013_6001,PM2.5,21.333,2007,Traffic,urban,4.8182,45.72
SPO-FR20013_6001,PM2.5,23.651,2006,Traffic,urban,4.8182,45.72
SPO-FR15039_6001,PM2.5,23.272,2012,Traffic,urban,5.7038,45.1584
SPO-FR19002_6001,PM2.5,22.533,2008,Traffic,urban,-1.6659,48.1086
SPO-FR19002_6001,PM2.5,9.66,2012,Traffic,urban,-1.6659,48.1086
SPO-FR15039_6001,PM2.5,23.637,2009,Traffic,urban,5.7038,45.1584
SPO-FR29428_6001,PM2.5,18.95,2009,Traffic,urban,4.4128,45.4221
SPO-FR16034_06001_100,PM2.5,14.896,2007,Traffic,urban,7.745,48.5904
SPO-FR19002_6001,PM2.5,23.898,2009,Traffic,urban,-1.6659,48.1086
SPO-FR06006_6001,PM2.5,16.076,2006,Traffic,urban,3.5227,50.3642
SPO-FR21007_06001_100,PM2.5,13.233,2001,Background,urban,-0.3589,49.1844
SPO-FR23113_06001_100,PM2.5,19.818,2007,Background,urban,-1.6151,47.2104
SPO-FR03014_06001_100,PM2.5,28.333,2003,Background,urban,5.3601,43.3481
SPO-FR10009_06001_100,PM2.5,12.348,2004,Background,urban,2.3258,51.01
SPO-FR05086_06001_100,PM2.5,13.84,2012,Background,urban,0.1135,49.5195
SPO-FR25043_06001_100,PM2.5,13.262,2001,Background,urban,1.099,49.4005
SPO-FR23131_06001_100,PM2.5,9.401,2005,Background,urban,0.2158,47.9667
SPO-FR23131_06001_100,PM2.5,14.7,2006,Background,urban,0.2158,47.9667
SPO-FR19005_06001_100,PM2.5,15.363,2008,Background,urban,-1.6597,48.0886
SPO-FR31002_6001,PM2.5,22.902,2008,Background,urban,-0.5881,44.8006
SPO-FR19005_06001_100,PM2.5,22.345,2009,Background,urban,-1.6597,48.0886
SPO-FR31013_6001,PM2.5,12.184,2002,Background,urban,-0.3911,43.3108
SPO-FR34014_6001,PM2.5,17.995,2008,Background,urban,1.9663,47.9174
SPO-FR23120_6001,PM2.5,10.858,2002,Background,urban,-0.5561,47.4685
SPO-FR03080_6001,PM2.5,16.745,2009,Background,urban,4.8043,43.9497
SPO-FR03043_6001,PM2.5,17.211,2005,Background,urban,5.3947,43.3053
SPO-FR33101_6001,PM2.5,8.627,2007,Background,urban,5.9283,45.5647
SPO-FR19012_6001,PM2.5,11.495,2012,Background,urban,-4.4866,48.3862
SPO-FR15043_6001,PM2.5,38.75,2008,Background,urban,5.7356,45.1619
SPO-FR19012_6001,PM2.5,14.372,2011,Background,urban,-4.4866,48.3862
SPO-FR07004_6001,PM2.5,28.625,2008,Background,urban,3.1138,45.7973
SPO-FR07008_6001,PM2.5,20.429,2008,Background,urban,3.0946,45.7809
SPO-FR33101_6001,PM2.5,22.738,2006,Background,urban,5.9283,45.5647
SPO-FR20062_6001,PM2.5,28.105,2008,Background,urban,4.8542,45.7577
SPO-FR10009_06001_100,PM2.5,21.86,2008,Background,urban,2.3258,51.01
SPO-FR31018_06001_100,PM2.5,16.239,2006,Background,urban,-1.5525,43.4614
SPO-FR21007_06001_100,PM2.5,11.155,2004,Background,urban,-0.3589,49.1844
SPO-FR18044_06001_100,PM2.5,14.435,2006,Background,urban,2.2986,49.8994
SPO-FR04002_6001,PM2.5,14.142,2002,Background,urban,2.2947,48.9297
SPO-FR04002_6001,PM2.5,17.401,2011,Background,urban,2.2947,48.9297
SPO-FR21007_06001_100,PM2.5,12.975,2003,Background,urban,-0.3589,49.1844
SPO-FR31018_06001_100,PM2.5,14.907,2009,Background,urban,-1.5525,43.4614
SPO-FR04034_6001,PM2.5,14.675,2002,Background,urban,2.3758,48.7758
SPO-FR04055_06001_100,PM2.5,16.197,2008,Background,urban,2.3446,48.8621
SPO-FR31002_6001,PM2.5,16.855,2009,Background,urban,-0.5881,44.8006
SPO-FR04034_6001,PM2.5,16.357,2012,Background,urban,2.3758,48.7758
SPO-FR31013_6001,PM2.5,12.057,2007,Background,urban,-0.3911,43.3108
SPO-FR31013_6001,PM2.5,16.275,2012,Background,urban,-0.3911,43.3108
SPO-FR31004_06001_100,PM2.5,11.907,2002,Background,urban,-0.525,44.8356
SPO-FR09009_6001,PM2.5,17.433,2010,Background,urban,0.3449,46.5831
SPO-FR10009_06001_100,PM2.5,14.256,2006,Background,urban,2.3258,51.01
SPO-FR10009_06001_100,PM2.5,13.988,2007,Background,urban,2.3258,51.01
SPO-FR04034_6001,PM2.5,15.345,2011,Background,urban,2.3758,48.7758
SPO-FR34024_6001,PM2.5,18.121,2009,Background,urban,0.6538,47.3441
SPO-FR23188_6001,PM2.5,14.616,2012,Background,urban,-1.5375,47.2225
SPO-FR34024_6001,PM2.5,14.384,2012,Background,urban,0.6538,47.3441
SPO-FR31002_6001,PM2.5,18.088,2010,Background,urban,-0.5881,44.8006
SPO-FR21007_06001_100,PM2.5,12.242,2002,Background,urban,-0.3589,49.1844
SPO-FR31013_6001,PM2.5,14.116,2011,Background,urban,-0.3911,43.3108
SPO-FR23110_6001,PM2.5,12.15,2011,Background,urban,-2.2499,47.2641
SPO-FR23110_6001,PM2.5,11.728,2009,Background,urban,-2.2499,47.2641
SPO-FR04156_6001,PM2.5,14.142,2002,Background,urban,2.4525,48.9025
SPO-FR34024_6001,PM2.5,17.969,2010,Background,urban,0.6538,47.3441
SPO-FR38008_6001,PM2.5,6.93,2010,Background,urban,55.4539,-20.8846
SPO-FR09003_6001,PM2.5,11.731,2009,Background,urban,-1.1536,46.1626
SPO-FR31004_06001_100,PM2.5,19.193,2009,Background,urban,-0.525,44.8356
SPO-FR09003_6001,PM2.5,13.941,2010,Background,urban,-1.1536,46.1626
SPO-FR25036_6001,PM2.5,13.702,2004,Background,urban,1.0938,49.4424
SPO-FR23110_6001,PM2.5,12.13,2012,Background,urban,-2.2499,47.2641
SPO-FR25036_6001,PM2.5,14.078,2005,Background,urban,1.0938,49.4424
SPO-FR34014_6001,PM2.5,19.185,2010,Background,urban,1.9663,47.9174
SPO-FR23120_6001,PM2.5,14.205,2009,Background,urban,-0.5561,47.4685
SPO-FR04034_6001,PM2.5,14.318,2008,Background,urban,2.3758,48.7758
SPO-FR17004_06001_100,PM2.5,17.343,2011,Background,urban,5.9716,47.222
SPO-FR04156_6001,PM2.5,16.258,2012,Background,urban,2.4525,48.9025
SPO-FR04055_06001_100,PM2.5,13.523,2006,Background,urban,2.3446,48.8621
SPO-FR31002_6001,PM2.5,14.071,2007,Background,urban,-0.5881,44.8006
SPO-FR23120_6001,PM2.5,15.739,2011,Background,urban,-0.5561,47.4685
SPO-FR12030_6001,PM2.5,13.433,2005,Background,urban,1.444,43.5873
SPO-FR12030_6001,PM2.5,18.679,2011,Background,urban,1.444,43.5873
SPO-FR12021_6001,PM2.5,20.603,2011,Background,urban,1.4385,43.6236
SPO-FR34042_6001,PM2.5,14.871,2012,Background,urban,1.4688,48.4393
SPO-FR23120_6001,PM2.5,14.164,2012,Background,urban,-0.5561,47.4685
SPO-FR08714_6001,PM2.5,16.873,2009,Background,urban,2.9005,42.6955
SPO-FR08714_6001,PM2.5,17.484,2012,Background,urban,2.9005,42.6955
SPO-FR12021_6001,PM2.5,12.665,2005,Background,urban,1.4385,43.6236
SPO-FR05074_6001,PM2.5,13.161,2006,Background,urban,0.1007,49.4896
SPO-FR08016_6001,PM2.5,14.217,2009,Background,urban,3.8868,43.5915
SPO-FR08016_6001,PM2.5,17.814,2011,Background,urban,3.8868,43.5915
SPO-FR04156_6001,PM2.5,18.037,2008,Background,urban,2.4525,48.9025
SPO-FR21001_6001,PM2.5,15.139,2012,Background,urban,-0.3911,49.1922
SPO-FR39007_6001,PM2.5,19.325,2009,Background,urban,-61.0576,14.6019
SPO-FR15043_6001,PM2.5,15.679,2006,Background,urban,5.7356,45.1619
SPO-FR15043_6001,PM2.5,16.273,2002,Background,urban,5.7356,45.1619
SPO-FR03043_6001,PM2.5,14.659,2012,Background,urban,5.3947,43.3053
SPO-FR21001_6001,PM2.5,16.303,2010,Background,urban,-0.3911,49.1922
SPO-FR07008_6001,PM2.5,13.031,2009,Background,urban,3.0946,45.7809
SPO-FR03043_6001,PM2.5,17.22,2009,Background,urban,5.3947,43.3053
SPO-FR03043_6001,PM2.5,17.027,2011,Background,urban,5.3947,43.3053
SPO-FR15043_6001,PM2.5,19.479,2010,Background,urban,5.7356,45.1619
SPO-FR33212_6001,PM2.5,19.282,2009,Background,urban,6.2149,46.1937
SPO-FR20062_6001,PM2.5,23.405,2009,Background,urban,4.8542,45.7577
SPO-FR20062_6001,PM2.5,15.388,2007,Background,urban,4.8542,45.7577
SPO-FR06003_6001,PM2.5,21.228,2012,Background,urban,3.0659,50.3782
SPO-FR15043_6001,PM2.5,14.04,2007,Background,urban,5.7356,45.1619
SPO-FR05074_6001,PM2.5,14.053,2002,Background,urban,0.1007,49.4896
SPO-FR05074_6001,PM2.5,13.065,2005,Background,urban,0.1007,49.4896
SPO-FR20046_6001,PM2.5,13.989,2007,Background,urban,4.9247,45.7789
SPO-FR07004_6001,PM2.5,14.242,2010,Background,urban,3.1138,45.7973
SPO-FR33201_6001,PM2.5,21.216,2010,Background,urban,6.1183,45.8953
SPO-FR33201_6001,PM2.5,22.305,2009,Background,urban,6.1183,45.8953
SPO-FR33201_6001,PM2.5,24.965,2011,Background,urban,6.1183,45.8953
SPO-FR03080_6001,PM2.5,13.653,2012,Background,urban,4.8043,43.9497
SPO-FR07008_6001,PM2.5,15.392,2010,Background,urban,3.0946,45.7809
SPO-FR16038_6001,PM2.5,18.112,2009,Background,urban,7.7663,48.5704
SPO-FR15043_6001,PM2.5,15.014,2004,Background,urban,5.7356,45.1619
SPO-FR20062_6001,PM2.5,21.614,2010,Background,urban,4.8542,45.7577
SPO-FR20062_6001,PM2.5,17.784,2011,Background,urban,4.8542,45.7577
SPO-FR36002_6001,PM2.5,19.412,2011,Background,urban,4.8935,44.9335
SPO-FR10016_6001,PM2.5,12.567,2012,Background,urban,1.8431,50.9473
SPO-FR06003_6001,PM2.5,17.97,2009,Background,urban,3.0659,50.3782
SPO-FR36002_6001,PM2.5,17.552,2012,Background,urban,4.8935,44.9335
SPO-FR14033_6001,PM2.5,15.604,2009,Background,urban,4.0503,48.295
SPO-FR16066_6001,PM2.5,19.423,2009,Background,urban,7.3091,47.7374
SPO-FR16038_6001,PM2.5,14.74,2001,Background,urban,7.7663,48.5704
SPO-FR16066_6001,PM2.5,16.503,2012,Background,urban,7.3091,47.7374
SPO-FR11025_6001,PM2.5,17.914,2009,Background,urban,3.0903,50.6281
GB_SamplingPoint_24461,PM2.5,10.648,2007,Background,rural,0.6349,51.4562
SPO-GB0617A_06001_101,PM2.5,11.238,2001,Background,rural,0.6349,51.4562
SPO-GB0617A_06001_101,PM2.5,11.416,2002,Background,rural,0.6349,51.4562
SPO-GB0617A_06001_101,PM2.5,14.106,2011,Background,rural,0.6349,51.4562
GB_SamplingPoint_24461,PM2.5,14.258,2012,Background,rural,0.6349,51.4562
SPO-GB0617A_06001_101,PM2.5,11.342,1999,Background,rural,0.6349,51.4562
SPO-GB0617A_06001_101,PM2.5,14.258,2012,Background,rural,0.6349,51.4562
GB_SamplingPoint_24461,PM2.5,9.573,2010,Background,rural,0.6349,51.4562
SPO-GB0617A_06001_101,PM2.5,9.573,2010,Background,rural,0.6349,51.4562
GB_SamplingPoint_24461,PM2.5,11.416,2002,Background,rural,0.6349,51.4562
GB_SamplingPoint_24461,PM2.5,9.171,2009,Background,rural,0.6349,51.4562
GB_SamplingPoint_24461,PM2.5,11.238,2001,Background,rural,0.6349,51.4562
GB_SamplingPoint_64727,PM2.5,13.435,2008,Background,suburban,0.1848,51.466
GB_SamplingPoint_64727,PM2.5,15.237,2011,Background,suburban,0.1848,51.466
GB_SamplingPoint_64727,PM2.5,15.315,2010,Background,suburban,0.1848,51.466
GB_SamplingPoint_64906,PM2.5,13.399,2012,Background,suburban,0.0708,51.4526
GB_SamplingPoint_64906,PM2.5,16.015,2011,Background,suburban,0.0708,51.4526
SPO-GB0652A_06001_100,PM2.5,13.853,2009,Traffic,urban,-2.2896,53.5391
GB_SamplingPoint_65312,PM2.5,12.776,2012,Industrial,urban,-2.3341,53.4848
GB_SamplingPoint_65312,PM2.5,16.073,2011,Industrial,urban,-2.3341,53.4848
GB_SamplingPoint_65664,PM2.5,23.051,2010,Traffic,urban,-4.2589,55.8592
GB_SamplingPoint_65321,PM2.5,10.184,2012,Industrial,urban,-1.2209,54.5693
GB_SamplingPoint_65321,PM2.5,10.064,2009,Industrial,urban,-1.2209,54.5693
GB_SamplingPoint_65321,PM2.5,9.431,2010,Industrial,urban,-1.2209,54.5693
SPO-GB0641A_06001_100,PM2.5,11.658,2009,Background,urban,-4.2552,55.8577
SPO-GB0738A_06001_100,PM2.5,9.216,2009,Background,urban,-0.8859,52.2735
SPO-GB0641A_06001_100,PM2.5,12.438,2010,Background,urban,-4.2552,55.8577
SPO-GB0641A_06001_100,PM2.5,16.548,2008,Background,urban,-4.2552,55.8577
SPO-GB0738A_06001_100,PM2.5,8.97,2010,Background,urban,-0.8859,52.2735
SPO-GB0641A_06001_100,PM2.5,10.17,2011,Background,urban,-4.2552,55.8577
SPO-GB0641A_06001_100,PM2.5,9.607,2012,Background,urban,-4.2552,55.8577
GB_SamplingPoint_65115,PM2.5,13.969,2011,Background,urban,-5.9288,54.5996
GB_SamplingPoint_65318,PM2.5,21.355,2008,Background,urban,-1.5331,52.2888
GB_SamplingPoint_65115,PM2.5,12.578,2008,Background,urban,-5.9288,54.5996
GB_SamplingPoint_65115,PM2.5,13.509,2010,Background,urban,-5.9288,54.5996
GB_SamplingPoint_65284,PM2.5,16.077,2011,Background,urban,-1.5465,53.8038
SPO-GB0738A_06001_100,PM2.5,9.654,2008,Background,urban,-0.8859,52.2735
GB_SamplingPoint_65083,PM2.5,15.252,2009,Background,urban,-1.133,52.6313
GB_SamplingPoint_65318,PM2.5,11.406,2012,Background,urban,-1.5331,52.2888
GB_SamplingPoint_65089,PM2.5,12.315,2012,Background,urban,-3.1763,51.4818
GB_SamplingPoint_65303,PM2.5,16.661,2008,Background,urban,-1.4733,53.3777
GB_SamplingPoint_65235,PM2.5,14.87,2008,Background,urban,-2.1751,53.0282
GB_SamplingPoint_65284,PM2.5,16.366,2008,Background,urban,-1.5465,53.8038
GB_SamplingPoint_65129,PM2.5,15.793,2008,Background,urban,-1.3958,50.9081
GB_SamplingPoint_65115,PM2.5,12.289,2009,Background,urban,-5.9288,54.5996
GB_SamplingPoint_65303,PM2.5,14.037,2009,Background,urban,-1.4733,53.3777
GB_SamplingPoint_65300,PM2.5,14.057,2009,Background,urban,-1.1465,52.9547
GB_SamplingPoint_65284,PM2.5,15.762,2012,Background,urban,-1.5465,53.8038
GB_SamplingPoint_65080,PM2.5,10.392,2010,Background,urban,-1.6105,54.9782
GB_SamplingPoint_65080,PM2.5,9.938,2012,Background,urban,-1.6105,54.9782
GB_SamplingPoint_65303,PM2.5,16.24,2012,Background,urban,-1.4733,53.3777
